id,title,date_issued,year,subjects,genre,item_url,doi_url,thumbnail_url,image_url,pdf_url,rights
rutgers-lib:72356,"20 Huntington St NB, Ex-Number Five, The Exploder, Waifle, Majority Rule, Sun Jan 9th 1999 2pm",1999-01-09,1999,New Brunswick (N.J.); Ex-Number Five; The Exploder; Waifle; Majority Rule; New Brunswick,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72356/,https://doi.org/doi:10.7282/t3-31tz-b953,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72356/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72356/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72356/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72346,"House of Bad Touch, Buzzkill",1999-01-01,1999,New Brunswick (N.J.); Buzzkill; House of Bad Touch,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72346/,https://doi.org/doi:10.7282/t3-dhs5-7s51,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72346/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72346/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72346/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72369,"15 Reid Street Sayreville, Young Turks Sat Apr 7th Patrix w/ Jim Carrol| Sat Apr 14th Patrix w/ Cucumbers + Frozen| Sun Apr 15th Roxy Grill (Billy and Mill solo)| Mon Apr 23rd Melody",2000-04-07,2000,Sayreville (N.J.); Young Turks; Patrix; Jim Carrol; Cucumbers; Frozen; The RoxyGrill; Melody,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72369/,https://doi.org/doi:10.7282/t3-9kfb-n314,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72369/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72369/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72369/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72378,"@Indigo Jones George Street, Felix Frump, Buzzkill, Nowhere Fast, Boss Jim Gettys, The Friggs, Independence day, The Stuntcocks Sat Nov 16th all ages 3$ 1pm sharp",2000-11-16,2000,New Brunswick (N.J.); Indigo Jones; Felix Frump; Buzzkill; Nowhere Fast; Boss Jim Gettys; The Friggs; Independence Day,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72378/,https://doi.org/doi:10.7282/t3-tvdm-rr92,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72378/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72378/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72378/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72367,"College Ave Student Center Radiator Cafe Benefit Concert, Kiaro Skuro, Green Lion Burning, Amandla, Seething Grey, Amir Abduraham, Christine Kelly, Eliot Katz, Laurie Berkener, Janice Burke, Stephanie Spanja, Thurs Dec 12 7pm",2000-12-12,2000,New Brunswick (N.J.); College Ave Student Center; Kiaro Skuro; Green Lion Burning; Amandla; Seething Grey; Amir Abduraham; Christine Kelly; Eliot Katz; Laurie Berkener; Janice Burke; Stephanie Spanja,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72367/,https://doi.org/doi:10.7282/t3-shdd-gy16,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72367/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72367/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72367/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72377,Court Tavern Benefit for Ethan Stein Scholarship Sep 27-29,2000-09-27,2000,New Brunswick (N.J.); Court Tavern,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72377/,https://doi.org/doi:10.7282/t3-krpa-5s54,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72377/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72377/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72377/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72374,Court Tavern Frozen Concentrate Fri Oct 26th Halloween Masquerade,2000-10-26,2000,New Brunswick (N.J.); Frozen Concentrate; Court Tavern,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72374/,https://doi.org/doi:10.7282/t3-2j0c-qc60,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72374/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72374/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72374/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72376,"Court Tavern Shades Apart, Seething Grey, Eclipse of Reason, Halo Boots Sun March 6th 3pm all ages show",2000-03-06,2000,New Brunswick (N.J.); Shades Apart; Seething Grey; Eclipse of Reason; Halo Boots; Court Tavern,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72376/,https://doi.org/doi:10.7282/t3-mvyj-bj42,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72376/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72376/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72376/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72372,Perry M Feigenbaum Presents July at the Jetty 426 Bloomfield Ave| July 9th Sussman & Lawrence w/ Fahrenheit 451 | Jul 16th From San Francisco Fright Wig w/ Children in Adult Jails | Jul 23 Spiral Jetty and Winter Hours,2000-07-09,2000,Bloomfield (N.J.); San Francisco (CA); The Jetty; Sussman & Lawrence; Fahrenheit 451; Fright Wig; Children in Adult Jails; Spiral Jetty; Winter Hours,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72372/,https://doi.org/doi:10.7282/t3-8ae1-a958,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72372/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72372/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72372/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72370,"Roxy Bar French Street New Brunswick, Dans 2nd Annual Get Real Drunk Birthday and Bash, Butthead and the Mad Daddys, The Raging Lamos, Sun May 10th",2000-05-10,2000,New Brunswick (N.J.); The Roxy; Butthead and the Mad Daddys; The Raging Lamos,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72370/,https://doi.org/doi:10.7282/t3-9gr9-az07,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72370/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72370/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72370/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72379,"Circuit City Cover Show Rilo Kiley, The Promise Ring, Dinosaur Jr Feb 15th",2006-02-15,2006,New Brunswick (N.J.); Rilo Kiley; The Promise Ring; Dinosaur Jr; Circuit City,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72379/,https://doi.org/doi:10.7282/t3-gmss-8343,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72379/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72379/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72379/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72363,"Court Tavern, Fantasys Core, Nov 6 2006",2006-11-06,2006,New Brunswick (N.J.); Fantasy's Core; Court Tavern,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72363/,https://doi.org/doi:10.7282/t3-8cqm-3e27,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72363/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72363/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72363/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:74256,"Yorba Lounge Tillet Livingston, The Boils, The Skabs, The Dehumanized, The Degenerics, Heidnik Stew, April 25th, 7pm",2009-04-25,2009,"New Brunswick, N.J.; The Boils (Musical group); The Skabs (Musical group); The Dehumanized (Musical group); The Degenerics (Musical group); Heidnick Stew",Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/74256/,https://doi.org/doi:10.7282/t3-9gvj-z765,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74256/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74256/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74256/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:74258,"Core Coffee House Red Lion Cafe Rutgers Student Center CA, Bog Iron Bloom, The Brummy Brothers, Pilots in Orbit, Frank Lombardi, Cherry Sea, Osaka, March 9th 2013 6pm",2013-03-09,2013,"New Brunswick, N.J.; Big Iron Bloom (Musical group); The Brummy Brothers (Musical group); Pilots in Orbit (Musical group); Lombardi, Frank; Cherry Seal (Musical group); Osaka (Musical group)",Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/74258/,https://doi.org/doi:10.7282/t3-mrgk-qd78,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74258/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74258/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74258/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:74257,"Rutgers Student Center MPR, Core Fest 2013, Wild Rice, Sink Tapes, TerrorPegionDanceRevolt, Long Faces, Perennial Reel, exWife, Sun Puddles, Mumblr, Sat April 13th 3pm",2013-04-13,2013,"New Brunswick, N.J.; Wild Rice (Musical group); Sink Tapes (Musical group); TerrorPegionDanceRevolt (Musical group); Long Faces (Musical group); Perennial Reel (Musical group); exWife (Musical group); Sun Puddles (Musical group); Mumblr (Musical group)",Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/74257/,https://doi.org/doi:10.7282/t3-5vvy-7321,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74257/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74257/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:74257/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72375,"Cooler Ranch Delay Martha, Heat Anxious, Summer Tour 14",2014-01-01,2014,New Brunswick (N.J.); Delay Martha; Heat Anxious; Cooler Ranch,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72375/,https://doi.org/doi:10.7282/t3-72k8-s926,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72375/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72375/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72375/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:72371,Bike Theifs Summer Tour 2018 |Aug 8 Ottowa House of Targ| Aug 9 Montreal La Sotterenea |Aug 10 Burlington Rat Haus| Aug 12 Boston OBrien Pub| Aug 13 Brooklyn Alphaville| Aug 14 New Brunswick Liquor Store| Aug 15 Philadelphia The Pharmacy Aug 16 D.C. Black Cat| Aug 17 Pittsburgh The Bushnel,2018-08-08,2018,Ontario(Canada); Montreal(Canada); Burlington (N.J.); Boston (M.A.); Brooklyn (N.Y.); New Brunswick (N.J.); Philadelphia (P.A.); Washington (D.C.); Pittsburg (P.A.); Bike Theifs; Ottowa House of Targ; La Sotterenea; Rat Haus; Boston OBrien Pub; Alphaville; New Brunswick Liquor Store; The Pharmacy; Black Cat; The Bushnel,Band flyer,https://rucore.libraries.rutgers.edu/rutgers-lib/72371/,https://doi.org/doi:10.7282/t3-46p6-dv65,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72371/THUMBJPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72371/JPEG/1,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:72371/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
rutgers-lib:70243,"Japanese Breakfast, Ehiorobo, Din, Junkanoo, Jeff Linden and the Black Spot Society : College Avenue Student Center",2018-03-23,2018,New Brunswick (N.J.); Japanese Breakfast (Musical group); Ehiorobo (Musical group); Din (Musical group); Junkanoo (Musical group); Jeff Linden and the Black Spot Society (Musical group); College Avenue Student Center,Band flyers,https://rucore.libraries.rutgers.edu/rutgers-lib/70243/,https://doi.org/doi:10.7282/t3-nnn8-nr21,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:70243/THUMBJPEG/1,,https://rucore.libraries.rutgers.edu/api/get/rutgers-lib:70243/PDF/1,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item.Please refer to the organization that has made the Item available for more information.You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use."
